,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
6103,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Taro,Miyako City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6104,"National
Federation of Fisheries Co- operative Associations","20 January,2012",Iwate,"Noda Village, Kunohe-Gun",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6105,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Otomo Town, Rikuzen-takata City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6106,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Matsusaki Town, Ofunato City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6107,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Yamada Town, Shimohei-Gun",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6108,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Sanriku Town, Ofunato City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6109,"National
Federation of
Fisheries Co- operative Associations","20 January,2012",Iwate,"Omoe,Miyako City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6110,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Noda Village, Kunohe-Gun",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6111,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Otomo Town, Rikuzen-takata City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6113,National Federation of Fisheries Co- operative Associations,"6 February,2012",Miyagi,"Kitakami Town, Ishinomaki City","23 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6114,"National
Federation of Fisheries Co- operative Associations","6 February,2012",Miyagi,Shiogama City,"23 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6115,National Federation of Fisheries Co- operative Associations,"6 February,2012",Miyagi,"Karakuwa Town, Kesennuma City","28 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6116,National Federation of Fisheries Co- operative Associations,"6 February,2012",Miyagi,"Motoyoshi Town, Kesennuma City","28 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6126,Kanagawa,"9 February,2012",Kanagawa,Kamakura City (Shore of Kamakura),"6 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6127,Kanagawa,"9 February,2012",Kanagawa,Odawara City (Odawara Fishing Port),"6 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6210,Miyagi,"10 February,2012",Miyagi,"Shore of Ogatsu,Ishinomaki City","7 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
6476,Miyagi,"17 February,2012",Miyagi,Ishinomaki Bay,"14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
6505,Akita,"21 February,2012",Akita,"Toga_Bay, Oga City","20 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Akita Research Center for Public Health and Environment,ND,ND,s,s,
6674,Kanagawa,"23 February,2012",Kanagawa,Zushi City (Kotsubo Fishing Port),"20 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6675,Kanagawa,"23 February,2012",Kanagawa,"Hayama Town
(Hayama Port)","20 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7019,Kanagawa,"2 March,2012",Kanagawa,Yokosuka City (Sajima Fishing Port),"27 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
7052,Miyagi,"2 March,2012",Miyagi,"Offshore
Oginohana","27 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
7080,Iwate,"2 March,2012",Iwate,"Offshore
Miyako City","26 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
7271,Kanagawa,"8 March,2012",Kanagawa,Fujisawa City (Katase Fishing Port),"4 March,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
8440,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Matsuzaki, Kesennuma City","25 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8441,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Motoyoshi, Kesennuma City","2 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8442,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Nagaiso, Kesennuma City","2 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8443,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Karakuwa Town, Kesennuma City","2 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8444,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Obuchihama, Ishinomaki City","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8445,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Yoshidahama, Shichigahama Town,
Miyagi-gun","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8446,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8447,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8448,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8449,National Federation of Fisheries Co- operative Associations,"13 February,2012",Iwate,"Hiroda Town, Rikuzen-takata City","27 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8450,National Federation of Fisheries Co- operative Associations,"13 February,2012",Iwate,"Okirai, Sanriku Town, Ofunato City","8 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8451,National Federation of Fisheries Co- operative Associations,"13 February,2012",Iwate,"Noda Village, Knohe-Gun","8 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8452,National Federation of Fisheries Co- operative Associations,"16 February,2012",Mie,Momotori,"11 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Food Analysis Technology Center,ND,ND,s,s,
8453,National Federation of Fisheries Co- operative Associations,"16 February,2012",Mie,Toshi,"12 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Food Analysis Technology Center,ND,ND,s,s,
8454,National Federation of Fisheries Co- operative Associations,"16 February,2012",Mie,Waguura,"12 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Food Analysis Technology Center,ND,ND,s,s,
8455,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Tajiri, Kesennuma City","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8456,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Motoyoshi, Kesennuma City","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8457,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8458,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Tokura, Minami-sanriku Town, Motoyoshi-gun","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8463,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Matsuzaki, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8464,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Matsuzaki, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8465,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8466,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Nagaiso, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8467,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Motoyoshi, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8468,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8469,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8470,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Obuchihama, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8471,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8472,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Kisunezaki-hama, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8484,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Fudai Village, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8485,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Hakozaki Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8486,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8487,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Funakoshi, Yamada Town, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8488,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Omoto, Iwaizumi Town, Shimonohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8489,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Hiroda Town, Rikuzen-takata City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8490,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Ryori, Sanriku Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8491,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Toni Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8492,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Omoe, Miyako City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8499,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8500,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Tajiri, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8501,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Motoyoshi, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8502,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8503,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8507,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8518,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Hiroda Town, Rikuzen-takata City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8519,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8520,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Ryori, Sanriku Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8521,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Funakoshi, Yamada Town, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8522,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Omoe, Miyako City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8523,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Fudai Village, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8524,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Toni Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8525,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Hakozaki Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8526,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Omoto, Iwaizumi Town, Shimonohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8527,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Yoshihama, Sanriku Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8528,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Omoe, Miyako City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8533,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8537,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8538,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Motoyoshi Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8539,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8546,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Matsuzaki, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8547,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
2583,Fisheries Co- operative Association of Kanagawa Prefecture,"10 June, 2011",Kanagawa,-,"18 April, 2011",_______,Laver (dried) (processed),,11,Not detectable,,Private inspection facility,11,ND,s,s,
2584,Fisheries Co- operative Association of Kanagawa Prefecture,"10 June, 2011",Kanagawa,-,"6 March, 2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
3791,Kanagawa,"14 November ,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","9 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
3962,Chiba,"16 November ,2011",Chiba,Funabashi cultivation area,"8 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
3963,Chiba,"16 November ,2011",Chiba,Kaneda cultivation area,"9 November ,2011",_______,Laver (dried) (processed),,11,Not detectable,,Japan Chemical Analysis Center,11,ND,s,s,
3964,Chiba,"16 November ,2011",Chiba,Shin-futtsu cultivation area,"7 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
3965,Chiba,"16 November ,2011",Chiba,Osawa cultivation area,"5 November ,2011",_______,Laver (dried) (processed),,27,Not detectable,,Japan Chemical Analysis Center,27,ND,s,s,
3995,Miyagi,"16 November ,2011",Miyagi,Matsushima Bay,"9 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
3996,Miyagi,"16 November ,2011",Miyagi,Sendai Bay,"7 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4001,Chiba,"17 November ,2011",Chiba,Gyotoku cultivation area,"6 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4002,Chiba,"17 November ,2011",Chiba,Ushigome cultivation area,"8 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4003,Chiba,"17 November ,2011",Chiba,Kuzuma cultivation area,"8 November ,2011",_______,Laver (dried) (processed),,25,Not detectable,,Japan Chemical Analysis Center,25,ND,s,s,
4004,Chiba,"17 November ,2011",Chiba,Egawa cultivation area,"8 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4054,Chiba,"18 November ,2011",Chiba,Nakazato cultivation area,"9 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4055,Chiba,"18 November ,2011",Chiba,Kisarazu cultivation area,"9 November ,2011",_______,Laver (dried) (processed),,16.5,Not detectable,,Japan Chemical Analysis Center,16.5,ND,s,s,
4056,Chiba,"18 November ,2011",Chiba,Futtsu cultivation area,"9 November ,2011",_______,Laver (dried) (processed),,5.6,Not detectable,,Japan Chemical Analysis Center,5.6,ND,s,s,
4057,Chiba,"18 November ,2011",Chiba,Shitazu cultivation area,"7 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4091,Kanagawa,"22 November ,2011",Kanagawa,Yokohama City (Kanazawa Fishing Port),"14 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4092,Kanagawa,"22 November ,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","15 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4286,Kanagawa,"28 November ,2011",Kanagawa,Yokohama City (Kanazawa Fishing Port),"18 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4287,Kanagawa,"28 November ,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","22 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4488,Kanagawa,"5 December,2011",Knagawa,Yokohama City (Kanazawa Fishing Port),"29 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4489,Kanagawa,"5 December,2011",Knagawa,"Yokosuka City
(Hashirimizu Port)","29 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4580,National Federation of Fisheries Co- operative Associations,"8 December,2011",Nagasaki,Omisaki cultivation area,"23 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Kumamoto pharmaceutical Association,ND,ND,s,s,
4581,National Federation of Fisheries Co- operative Associations,"8 December,2011",Yamaguchi,Ube-misaki cultivation area,"23 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Kumamoto pharmaceutical Association,ND,ND,s,s,
4582,Chiba,"8 December,2011",Chiba,Minami-gyotoku cultivation area,"17 November ,2011",_______,Laver (dried) (processed),,17.7,Not detectable,,Japan Chemical Analysis Center,17.7,ND,s,s,
4583,Chiba,"8 December,2011",Chiba,Futtsu cultivation area,"30 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4584,Chiba,"8 December,2011",Chiba,Osawa cultivation area,"30 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4645,Chiba,"9 December,2011",Chiba,Kaneda cultivation area,"3 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
